10	2000
20110318_0004	0	388
20110318_0004	0	366
20110318_0004	0	367
20110318_0004	0	371
20110318_0004	0	379
20110318_0004	0	383
20110318_0004	0	377
20110318_0004	0	375
20110318_0004	0	385
20110318_0004	0	373
20110318_0004	0	374
20110318_0004	0	387
20110318_0004	0	368
20110318_0004	0	372
20110318_0004	0	384
20110318_0004	0	382
20110318_0004	0	378
20110318_0004	0	369
20110318_0004	0	390
20110318_0004	0	370
20110318_0004	0	381
20110318_0004	0	380
20110318_0005	0	340
20110318_0005	0	346
20110318_0005	0	328
20110318_0005	0	339
20110318_0005	0	342
20110318_0005	0	345
20110318_0005	0	351
20110318_0005	0	341
20110318_0005	0	327
20110318_0005	0	336
20110318_0005	0	335
20110318_0005	0	347
20110318_0005	0	350
20110318_0005	0	344
20110318_0005	0	338
20110318_0005	0	330
20110318_0005	0	329
20110318_0005	0	334
20110318_0005	0	349
20110318_0005	0	348
20110318_0024	0	357
20110318_0024	0	337
20110318_0024	0	334
20110318_0024	0	336
20110318_0024	0	335
20110318_0024	0	339
20110318_0024	0	352
20110318_0024	0	338
20110318_0024	0	349
20110318_0024	0	346
20110318_0024	0	356
20110318_0024	0	343
20110318_0024	0	344
20110318_0024	0	350
20110318_0024	0	342
20110318_0024	0	351
20110318_0024	0	345
20110318_0024	0	333
20110318_0040	0	340
20110318_0040	0	333
20110318_0040	0	335
20110318_0040	0	336
20110318_0040	0	338
20110318_0040	0	334
20110318_0040	0	350
20110318_0040	0	356
20110318_0040	0	344
20110318_0040	0	348
20110318_0040	0	339
20110318_0040	0	343
20110318_0040	0	342
20110318_0040	0	353
20110318_0040	0	354
20110318_0040	0	352
20110319_0022	0	349
20110319_0022	0	330
20110319_0022	0	348
20110319_0022	0	346
20110319_0022	0	331
20110319_0022	0	332
20110319_0022	0	340
20110319_0022	0	352
20110319_0022	0	333
20110319_0022	0	334
20110319_0022	0	347
20110319_0022	0	336
20110319_0022	0	343
20110319_0022	0	344
20110319_0022	0	341
20110319_0022	0	342
20110319_0022	0	339
20110319_0027	0	440
20110319_0027	0	417
20110319_0027	0	431
20110319_0027	0	423
20110319_0027	0	432
20110319_0027	0	430
20110319_0027	0	421
20110319_0027	0	424
20110319_0027	0	429
20110319_0027	0	422
20110319_0027	0	438
20110319_0027	0	419
20110319_0027	0	435
20110319_0027	0	426
20110319_0027	0	418
20110319_0027	0	433
20110319_0027	0	436
20110319_0027	0	425
20110319_0027	0	427
20110319_0027	0	437
20110319_0037	0	354
20110319_0037	0	344
20110319_0037	0	340
20110319_0037	0	348
20110319_0037	0	346
20110319_0037	0	362
20110319_0037	0	341
20110319_0037	0	342
20110319_0037	0	351
20110319_0037	0	345
20110319_0037	0	339
20110319_0037	0	352
20110319_0037	0	361
20110319_0037	0	355
20110319_0037	0	357
20110319_0037	0	347
20110319_0037	0	343
20110319_0037	0	349
20110319_0087	0	404
20110319_0087	0	408
20110319_0087	0	405
20110319_0087	0	407
20110319_0087	0	411
20110319_0087	0	401
20110319_0087	0	417
20110319_0087	0	412
