10	2000
20110318_0004	0	577
20110318_0004	0	590
20110318_0004	0	593
20110318_0004	0	578
20110318_0004	0	592
20110318_0004	0	594
20110318_0004	0	589
20110318_0004	0	584
20110318_0004	0	579
20110318_0004	0	581
20110318_0004	0	574
20110318_0004	0	591
20110318_0004	0	597
20110318_0004	0	583
20110318_0004	0	573
20110318_0004	0	586
20110318_0004	0	580
20110318_0004	0	585
20110318_0004	0	595
20110318_0004	0	596
20110318_0004	0	582
20110318_0004	0	576
20110318_0005	0	530
20110318_0005	0	529
20110318_0005	0	525
20110318_0005	0	544
20110318_0005	0	534
20110318_0005	0	539
20110318_0005	0	535
20110318_0005	0	531
20110318_0005	0	519
20110318_0005	0	528
20110318_0005	0	524
20110318_0005	0	536
20110318_0005	0	542
20110318_0005	0	521
20110318_0005	0	537
20110318_0005	0	540
20110318_0005	0	527
20110318_0005	0	533
20110318_0005	0	541
20110318_0005	0	543
20110318_0005	0	538
20110318_0005	0	526
20110318_0024	0	508
20110318_0024	0	498
20110318_0024	0	511
20110318_0024	0	494
20110318_0024	0	483
20110318_0024	0	484
20110318_0024	0	496
20110318_0024	0	503
20110318_0024	0	505
20110318_0024	0	512
20110318_0024	0	510
20110318_0024	0	509
20110318_0024	0	481
20110318_0024	0	497
20110318_0024	0	493
20110318_0024	0	501
20110318_0024	0	499
20110318_0024	0	482
20110318_0024	0	506
20110318_0040	0	513
20110318_0040	0	501
20110318_0040	0	509
20110318_0040	0	502
20110318_0040	0	493
20110318_0040	0	517
20110318_0040	0	515
20110318_0040	0	500
20110318_0040	0	514
20110318_0040	0	511
20110318_0040	0	516
20110318_0040	0	497
20110318_0040	0	510
20110318_0040	0	512
20110318_0040	0	508
20110318_0040	0	494
20110318_0040	0	505
20110318_0040	0	499
20110318_0040	0	498
20110318_0040	0	506
20110318_0040	0	503
20110319_0022	0	587
20110319_0022	0	578
20110319_0022	0	575
20110319_0022	0	582
20110319_0022	0	571
20110319_0022	0	572
20110319_0022	0	565
20110319_0022	0	567
20110319_0022	0	574
20110319_0022	0	570
20110319_0022	0	581
20110319_0022	0	573
20110319_0022	0	579
20110319_0022	0	566
20110319_0022	0	576
20110319_0022	0	588
20110319_0022	0	568
20110319_0022	0	569
20110319_0022	0	580
20110319_0022	0	589
20110319_0027	0	638
20110319_0027	0	641
20110319_0027	0	647
20110319_0027	0	633
20110319_0027	0	644
20110319_0027	0	645
20110319_0027	0	646
20110319_0027	0	629
20110319_0027	0	637
20110319_0027	0	653
20110319_0027	0	649
20110319_0027	0	636
20110319_0027	0	640
20110319_0027	0	635
20110319_0027	0	648
20110319_0037	0	544
20110319_0037	0	553
20110319_0037	0	555
20110319_0037	0	552
20110319_0037	0	539
20110319_0037	0	531
20110319_0037	0	545
20110319_0037	0	538
20110319_0037	0	536
20110319_0037	0	542
20110319_0037	0	546
20110319_0037	0	534
20110319_0037	0	554
20110319_0037	0	549
20110319_0037	0	551
20110319_0037	0	541
20110319_0037	0	543
20110319_0037	0	540
20110319_0037	0	535
20110319_0037	0	548
20110319_0087	0	674
20110319_0087	0	679
20110319_0087	0	672
20110319_0087	0	664
20110319_0087	0	683
20110319_0087	0	673
20110319_0087	0	678
20110319_0087	0	688
20110319_0087	0	671
20110319_0087	0	681
20110319_0087	0	677
20110319_0087	0	667
20110319_0087	0	665
20110319_0087	0	686
20110319_0087	0	684
20110319_0087	0	680
20110319_0087	0	668
20110319_0087	0	685
20110319_0087	0	676
20110319_0087	0	670
20110319_0087	0	669
20110319_0091	0	562
20110319_0091	0	564
20110319_0091	0	560
20110319_0091	0	570
20110319_0091	0	559
20110319_0091	0	558
20110319_0091	0	572
20110319_0091	0	566
20110319_0091	0	561
20110319_0091	0	569
20110319_0091	0	553
20110319_0091	0	571
20110319_0091	0	552
20110319_0091	0	551
20110319_0091	0	554
20110319_0100	0	521
20110319_0100	0	513
20110319_0100	0	518
20110319_0100	0	524
20110319_0100	0	528
20110319_0100	0	531
20110319_0100	0	519
20110319_0100	0	523
20110319_0100	0	535
20110319_0100	0	534
20110319_0100	0	515
20110319_0100	0	525
20110319_0100	0	512
20110319_0100	0	516
20110319_0100	0	529
20110319_0100	0	530
20110319_0100	0	526
20110319_0100	0	532
20110319_0100	0	533
20110319_0100	0	522
20110319_0100	0	527
20110319_0122	0	556
20110319_0122	0	551
20110319_0122	0	560
20110319_0122	0	572
20110319_0122	0	558
20110319_0122	0	559
20110319_0122	0	561
20110319_0122	0	567
20110319_0122	0	568
20110319_0122	0	564
20110319_0122	0	554
20110319_0122	0	549
20110319_0122	0	550
20110319_0122	0	557
20110319_0122	0	555
20110319_0122	0	563
20110319_0122	0	571
20110319_0122	0	562
20110319_0122	0	570
20110319_0176	0	565
20110319_0176	0	558
20110319_0176	0	575
20110319_0176	0	574
20110319_0176	0	569
20110319_0176	0	579
20110319_0176	0	564
