10	2000
20110318_0004	0	217
20110318_0004	0	227
20110318_0004	0	237
20110318_0004	0	221
20110318_0004	0	231
20110318_0004	0	225
20110318_0004	0	229
20110318_0004	0	218
20110318_0004	0	230
20110318_0004	0	240
20110318_0004	0	239
20110318_0004	0	216
20110318_0004	0	238
20110318_0004	0	226
20110318_0004	0	235
20110318_0004	0	233
20110318_0004	0	220
20110318_0004	0	232
20110318_0004	0	224
20110318_0005	0	248
20110318_0005	0	234
20110318_0005	0	241
20110318_0005	0	249
20110318_0005	0	242
20110318_0005	0	229
20110318_0005	0	228
20110318_0005	0	232
20110318_0005	0	245
20110318_0005	0	233
20110318_0005	0	227
20110318_0005	0	230
20110318_0005	0	236
20110318_0005	0	237
20110318_0005	0	244
20110318_0005	0	243
20110318_0005	0	235
20110318_0005	0	246
20110318_0005	0	231
20110318_0005	0	226
20110318_0005	0	240
20110318_0005	0	247
20110318_0024	0	265
20110318_0024	0	258
20110318_0024	0	266
20110318_0024	0	260
20110318_0024	0	264
20110318_0024	0	267
20110318_0024	0	249
20110318_0024	0	252
20110318_0024	0	268
20110318_0024	0	262
20110318_0024	0	259
20110318_0024	0	256
20110318_0024	0	251
20110318_0024	0	269
20110318_0024	0	245
20110318_0024	0	257
20110318_0024	0	254
20110318_0024	0	246
20110318_0024	0	247
20110318_0024	0	250
20110318_0024	0	248
20110318_0040	0	242
20110318_0040	0	220
20110318_0040	0	229
20110318_0040	0	233
20110318_0040	0	241
20110318_0040	0	228
20110318_0040	0	224
20110318_0040	0	218
20110318_0040	0	226
20110318_0040	0	236
20110318_0040	0	237
20110318_0040	0	222
20110318_0040	0	230
20110318_0040	0	225
20110318_0040	0	234
20110318_0040	0	223
20110318_0040	0	238
20110318_0040	0	240
20110318_0040	0	239
20110318_0040	0	235
20110318_0040	0	227
20110318_0040	0	219
20110319_0022	0	219
20110319_0022	0	201
20110319_0022	0	208
20110319_0022	0	210
20110319_0022	0	207
20110319_0022	0	217
20110319_0022	0	216
20110319_0022	0	200
20110319_0022	0	220
20110319_0022	0	214
20110319_0022	0	206
20110319_0022	0	211
20110319_0022	0	213
20110319_0022	0	202
20110319_0022	0	209
20110319_0022	0	215
20110319_0022	0	196
20110319_0022	0	197
20110319_0022	0	204
20110319_0022	0	199
20110319_0022	0	212
20110319_0027	0	290
20110319_0027	0	300
20110319_0027	0	301
20110319_0027	0	288
20110319_0027	0	297
20110319_0027	0	293
20110319_0027	0	285
20110319_0027	0	299
20110319_0027	0	289
20110319_0027	0	282
20110319_0027	0	295
20110319_0027	0	296
20110319_0027	0	284
20110319_0027	0	281
20110319_0027	0	294
20110319_0027	0	302
